"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04814","Motor proteins",88,0.286272974135727,1.61426101482858,0.00857002376693688,0.0327312955917951,0.0210854104094579,443,"tags=20%, list=6%, signal=20%","ACTB/ACTA2/MYL9/TPM2/TPM1/MYH11/MYH10/MYL12A/ACTG2/TPM4/TUBA1B/TUBA1A/TUBB/TUBB6/MYH9/TUBB4B/DYNC1LI2/ACTA1"
"hsa05160","Hepatitis C",69,0.299795215086875,1.60544752168251,0.00852268902413407,0.0327312955917951,0.0210854104094579,2731,"tags=52%, list=35%, signal=34%","YWHAH/CYCS/CTNNB1/CDKN1A/TNFRSF1A/GRB2/PIAS1/PIK3R1/STAT3/RAF1/CCND1/CASP3/AKT2/SOS1/IRF3/FAS/CFLAR/LDLR/NFKBIA/TRAF6/EIF2AK2/SOCS3/RB1/PIK3CA/HRAS/MAP2K2/MAVS/MYC/PIK3R3/PPP2R2D/STAT1/PPP2R2B/BAK1/IFNAR2/CLDN15/CDK2"
"hsa05230","Central carbon metabolism in cancer",41,0.371267302855242,1.74997429930882,0.00944880348649083,0.0356579845859237,0.0229707753932233,2578,"tags=61%, list=33%, signal=41%","PKM/PDGFRB/NTRK3/PDGFRA/LDHA/HIF1A/GLS/PIK3R1/PFKP/HK1/RAF1/PFKM/ERBB2/IDH2/AKT2/SLC7A5/G6PD/PTEN/SLC1A5/PIK3CA/HRAS/IDH1/MAP2K2/MYC/PIK3R3"
"hsa04217","Necroptosis",53,0.32800772638057,1.62961161352766,0.0100320629609656,0.0374136936308951,0.0241017983210814,1638,"tags=40%, list=21%, signal=32%","HSP90AA1/CAPN2/IL33/TNFRSF1A/TRPM7/CHMP1B/STAT3/VPS4B/CAPN1/DNM1L/PARP1/GLUD1/PLA2G4C/JAK2/IFNGR1/SLC25A5/FAS/CFLAR/GLUL/CYLD/IL1B"
"hsa05022","Pathways of neurodegeneration - multiple diseases",160,0.233271840583378,1.48680123080632,0.0107195343631574,0.0395127022455918,0.0254539738855879,3222,"tags=57%, list=41%, signal=35%","TUBA1B/TUBA1A/TUBB/ATP5F1E/TUBB6/ATP5PF/TUBB4B/HSPA5/MAP2K6/CYCS/CTNNB1/ATP5F1B/ATP5PO/CAPN2/ATP5MC3/SEM1/TNFRSF1A/ATP5MC2/ATP5F1D/FZD3/GPX3/MAP2K3/ATP2A2/PSMC4/TUBB2A/TUBA4A/WIPI1/ATXN3/RAF1/ATP5F1A/PSMD12/ITPR1/CAPN1/ATP5PB/PSMA5/ATP5PD/ATP5MC1/RB1CC1/CASP3/UBE2G1/TUBA1C/PLCB1/SLC25A5/HIP1/CSNK2A1/FAS/ATG14/TRAP1/DVL3/ATF6/IL1B/BCL2L1/RYR2/NDUFA4L2/DCTN1/PIK3C3/GPX8/MFN1/TUBB2B/DCTN4/HRAS/MAPK14/MAPK9/ATP5F1C/MAP2K2/DAXX/ITPR2/PPP3CA/COX4I2/TNFRSF1B/BAK1/UCHL1/MAP3K5/FZD1/SPG11/APC/ATG2A/CASP7/HTT/PRKCB/FADD/FIG4/TOMM40L/PLCB3/IL6/SNCA/CSNK2A2/BCL2/CSF1/PRKCA/CHRM3/GPX7"
"hsa01250","Biosynthesis of nucleotide sugars",21,0.472839180978568,1.81486014308059,0.0112850057322532,0.0409735131697703,0.0263950242568004,1817,"tags=52%, list=23%, signal=40%","GMDS/HK1/PGM1/PMM1/GMPPA/UAP1/GMPPB/GFPT1/UXS1/NANS/FPGT"
"hsa04150","mTOR signaling pathway",71,0.284889704066801,1.5367959508642,0.011374350659116,0.0409735131697703,0.0263950242568004,3487,"tags=63%, list=44%, signal=36%","CLIP1/EIF4B/TNFRSF1A/INSR/FZD3/GRB2/FNIP2/RICTOR/CAB39L/PIK3R1/RAF1/RPS6KB2/IGF1R/LAMTOR3/AKT2/SOS1/SLC7A5/DDIT4/DVL3/ATP6V1B2/PRKAA1/FNIP1/SGK1/PTEN/RPS6KA6/PIK3CA/HRAS/MAP2K2/CAB39/LPIN2/PIK3R3/FZD1/NPRL2/SESN2/RNF152/PRKCB/GRB10/IRS1/SOS2/FLCN/PRKCA/LPIN1/PIK3CB/TELO2/TSC1"
"hsa04668","TNF signaling pathway",74,0.292574297694369,1.59094700784717,0.0118240890263277,0.0421150137229873,0.0271303757670912,3150,"tags=53%, list=40%, signal=32%","JUNB/CREB5/MAP2K6/TNFRSF1A/JAG1/FOS/JUN/CEBPB/MAP2K3/PIK3R1/CREB3L2/IL15/DNM1L/CASP3/MAP3K8/AKT2/FAS/CFLAR/CYLD/NFKBIA/IL1B/ITCH/SOCS3/CX3CL1/PIK3CA/VEGFD/MAPK14/MAPK9/BIRC3/PIK3R3/TNFRSF1B/MAP3K5/IRF1/CCL2/CASP7/FADD/IL6/CCL20/CSF1"
"hsa04932","Non-alcoholic fatty liver disease",51,0.326253234949848,1.61580843846019,0.0124311314536207,0.0437852074533083,0.0282063099649405,3047,"tags=59%, list=39%, signal=36%","CYCS/TNFRSF1A/INSR/FOS/JUN/PIK3R1/PRKAG2/PRKAG1/CASP3/IRS2/AKT2/FAS/IL1B/NDUFA4L2/ITCH/PRKAA1/SOCS3/PIK3CA/MAPK14/MAPK9/PIK3R3/COX4I2/MAP3K5/GSK3A/PRKAB2/MLXIP/CASP7/IL6/PPARA/IRS1"
"hsa03273","Virion - Lassa virus and SFTS virus",11,0.560928055520992,1.74337351393637,0.0129109022609697,0.0444864784426892,0.0286580668035255,162,"tags=36%, list=2%, signal=36%","MYH11/MYH10/PCDH7/MYH9"
"hsa04148","Efferocytosis",84,0.275939433279339,1.54120084492051,0.0128925346375049,0.0444864784426892,0.0286580668035255,2626,"tags=45%, list=33%, signal=30%","MFGE8/GAS6/PTK2/AXL/CALR/BCAR1/ITGAV/HIF1A/CEBPB/ATP2A2/PTPN11/PANX1/DOCK1/JAK2/CASP3/C1QB/ITGB5/DUSP2/NFATC1/ANO6/VPS41/ATP11B/LRP1/CX3CL1/DUSP8/SGK1/VPS39/ADAM9/S1PR1/CH25H/ATP11C/MAPK14/MAP2K2/NFATC3/NFATC4/MAPKAPK2/PECAM1/CD36"
"hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",10,0.59930377010349,1.81829638342207,0.0138338552349799,0.046652469249879,0.0300533921118264,2757,"tags=90%, list=35%, signal=59%","CHST11/CHPF/DSEL/DSE/CSGALNACT1/CHSY1/B3GAT3/CHST14/CHST3"
"hsa05225","Hepatocellular carcinoma",83,0.272177765607403,1.5199509466457,0.0137161305540993,0.046652469249879,0.0300533921118264,2830,"tags=53%, list=36%, signal=34%","ACTB/GADD45B/CTNNB1/GADD45A/CDKN1A/FZD3/GRB2/TCF7L2/PIK3R1/TGFB3/RAF1/CCND1/RPS6KB2/GSTA4/TGFBR1/SMARCC1/POLK/TGFB2/IGF1R/TXNRD1/SMARCA2/AKT2/SOS1/DVL3/BRD7/BCL2L1/ELK1/PHF10/ARID2/PTEN/TCF7L1/SHC4/RB1/PIK3CA/HRAS/MAP2K2/MYC/PIK3R3/TGFBR2/BAK1/GADD45G/LEF1/FZD1/APC"
"hsa00620","Pyruvate metabolism",12,0.527822493753522,1.70119557953504,0.014174951785992,0.0472995759595733,0.0304702564707197,1469,"tags=58%, list=19%, signal=48%","ALDH1B1/PKM/LDHA/ADH1B/AKR1A1/ACAT2/ALDH3A2"
"hsa01200","Carbon metabolism",39,0.353833087626961,1.62648861454462,0.0144284452182907,0.0476439284812309,0.0306920874161009,2440,"tags=51%, list=31%, signal=36%","GAPDH/PKM/ENO1/PGK1/PHGDH/PFKP/HK1/ACAT2/ALDH6A1/PFKM/SUCLG2/GLUD1/IDH3A/IDH2/ALDOC/PCCB/G6PD/PGP/IDH1/RGN"
"hsa05416","Viral myocarditis",43,0.335298524328035,1.59353167502393,0.0150502974142106,0.0491849925804616,0.0316848366614961,1483,"tags=35%, list=19%, signal=28%","ACTB/CAV1/SGCA/HLA-A/HLA-C/CYCS/RAC2/SGCD/DMD/HLA-DRB1/ITGB2/CCND1/CASP3/HLA-B/HLA-DRA"
"hsa04380","Osteoclast differentiation",70,0.292022313510104,1.56560034469362,0.0153709502610888,0.0492859013088952,0.0317498417862383,2653,"tags=49%, list=34%, signal=33%","JUNB/MAP2K6/TNFRSF1A/FOS/GRB2/JUN/ATP2A2/PIK3R1/ITPR1/TNFRSF11B/MITF/TGFBR1/TGFB2/FHL2/FOSB/IFNGR1/AKT2/NFATC1/CYLD/NFKBIA/IL1B/FCGR2A/TRAF6/SOCS3/PIK3CA/MAPK14/MAPK9/FOSL1/ITPR2/PPP3CA/PIK3R3/STAT1/TGFBR2/IFNAR2"
"hsa05418","Fluid shear stress and atherosclerosis",78,0.282414773462462,1.55279710657818,0.0153921269071944,0.0492859013088952,0.0317498417862383,1187,"tags=28%, list=15%, signal=24%","ACTB/CAV1/HSP90AA1/DUSP1/HSP90B1/SDC2/MEF2C/MAP2K6/CTNNB1/PTK2/TNFRSF1A/RAC2/FOS/ITGAV/JUN/PIK3R1/KLF2/PDGFA/ASS1/GSTA4/SDC4/ARHGEF2"
